pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
7788	Um homem fazendo snowboard está pulando pelo ar	Um praticante de snowboard está pulando pelo ar	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A snowboarding man is jumping through the air	A snowboarder is jumping through the air	FLICKR	FLICKR	TEST
7789	Uma mulher praticante de snowboard está pulando pelo ar	Um homem fazendo snowboard está pulando pelo ar	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A snowboarding woman is jumping through the air	A snowboarding man is jumping through the air	FLICKR	FLICKR	TEST
7790	Um praticante de snowboard está pulando pelo ar	Uma pessoa usando calça cinza está pulando no ar em um snowboard	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A snowboarder is jumping through the air	A person wearing grey pants is airborne on a snowboard	FLICKR	FLICKR	TRAIN
7791	Uma mulher praticante de snowboard está pulando pelo ar	Uma pessoa usando calça cinza está pulando no ar em um snowboard	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A snowboarding woman is jumping through the air	A person wearing grey pants is airborne on a snowboard	FLICKR	FLICKR	TEST
7792	Uma pessoa está usando calça cinza em um snowboard	Um homem fazendo snowboard está pulando pelo ar	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A person is wearing grey pants on a snowboard	A snowboarding man is jumping through the air	FLICKR	FLICKR	TRAIN
7793	Não há nenhuma pessoa vestindo calças cinzas que está suspensa no ar em um snowboard	Um homem fazendo snowboard está pulando pelo ar	NEUTRAL	2.7	A_neutral_B	B_neutral_A	There is no person wearing grey pants who is airborne on a snowboard	A snowboarding man is jumping through the air	FLICKR	FLICKR	TRAIN
7794	Um homem fazendo snowboard está pulando pelo ar	Uma pessoa usando calça cinza está pulando no ar em um snowboard	NEUTRAL	4	A_neutral_B	B_neutral_A	A snowboarding man is jumping through the air	A person wearing grey pants is airborne on a snowboard	FLICKR	FLICKR	TRAIN
7795	Um jogador de tênis está saltando para a esquerda	Um jogador de tênis está pulando para a esquerda	ENTAILMENT	4.4	A_entails_B	B_entails_A	A tennis player is lunging to the left	A tennis player is jumping to the left	FLICKR	FLICKR	TRIAL
7796	Não tem nenhum jogador de tênis saltando para a esquerda	Um jogador de tênis está saltando para a esquerda	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	There is no tennis player lunging to the left	A tennis player is lunging to the left	FLICKR	FLICKR	TEST
7797	Um jogador de tênis com uma faixa verde está acertando a bola	O jogador de tênis com uma faixa de cabeça verde está batendo na bola	ENTAILMENT	5	A_entails_B	B_entails_A	A tennis player with a green headband is hitting the ball	The tennis player with a green headband is hitting the ball	FLICKR	FLICKR	TEST
7798	Um jogador de tênis com uma faixa verde está acertando a bola	Um jogador de tênis com uma faixa verde está perdendo a bola	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	A tennis player with a green headband is hitting the ball	A tennis player with a green headband is missing the ball	FLICKR	FLICKR	TRAIN
7799	Um jogador de tênis está saltando para a esquerda	O jogador de tênis com uma faixa de cabeça verde está batendo na bola	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A tennis player is lunging to the left	The tennis player with a green headband is hitting the ball	FLICKR	FLICKR	TEST
7800	Um jogador de tênis com uma faixa verde está perdendo a bola	Um jogador de tênis está saltando para a esquerda	NEUTRAL	3	A_neutral_B	B_neutral_A	A tennis player with a green headband is missing the ball	A tennis player is lunging to the left	FLICKR	FLICKR	TEST
7801	Um jogador de tênis com uma faixa verde está acertando a bola	Um jogador de tênis está pulando para a esquerda	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A tennis player with a green headband is hitting the ball	A tennis player is jumping to the left	FLICKR	FLICKR	TEST
7802	Não tem nenhum jogador de tênis saltando para a esquerda	Um jogador de tênis com uma faixa verde está acertando a bola	NEUTRAL	3.4	A_neutral_B	B_neutral_A	There is no tennis player lunging to the left	A tennis player with a green headband is hitting the ball	FLICKR	FLICKR	TEST
7803	Um jogador de tênis com uma faixa verde está acertando a bola	Um jogador de tênis está saltando para a esquerda	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A tennis player with a green headband is hitting the ball	A tennis player is lunging to the left	FLICKR	FLICKR	TEST
7804	Um homem está agachado e segurando uma câmera	Uma pessoa está agachada e segurando a câmera	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man is crouching and holding a camera	A person is crouching and holding a camera	FLICKR	FLICKR	TRAIN
7805	Um homem está agachado e segurando uma câmera	Uma mulher está agachada e segurando uma câmera	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A man is crouching and holding a camera	A woman is crouching and holding a camera	FLICKR	FLICKR	TRAIN
7806	Um homem está agachado no arbusto e tirando uma fotografia	Um homem está agachado no arbusto e está tirando uma foto	ENTAILMENT	4.915	A_entails_B	B_entails_A	A man is squatting in brush and taking a photograph	A man is squatting in brush and taking a photo	FLICKR	FLICKR	TEST
7807	Um homem está agachado no arbusto e tirando uma fotografia	Não tem nenhum homem agachado no arbusto e tirando uma foto	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man is squatting in brush and taking a photograph	There is no man squatting in brush and taking a photograph	FLICKR	FLICKR	TRAIN
7808	Um homem está agachado no arbusto e está tirando uma foto	Um homem está agachado e segurando uma câmera	ENTAILMENT	3.7	A_entails_B	B_neutral_A	A man is squatting in brush and taking a photo	A man is crouching and holding a camera	FLICKR	FLICKR	TRAIN
7809	Não tem nenhum homem agachado no arbusto e tirando uma foto	Um homem está agachado e segurando uma câmera	NEUTRAL	3.2	A_neutral_B	B_neutral_A	There is no man squatting in brush and taking a photograph	A man is crouching and holding a camera	FLICKR	FLICKR	TEST
7810	Um homem está agachado no arbusto e tirando uma fotografia	Uma pessoa está agachada e segurando a câmera	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A man is squatting in brush and taking a photograph	A person is crouching and holding a camera	FLICKR	FLICKR	TRAIN
7811	Um homem está agachado no arbusto e tirando uma fotografia	Uma mulher está agachada e segurando uma câmera	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A man is squatting in brush and taking a photograph	A woman is crouching and holding a camera	FLICKR	FLICKR	TRAIN
7812	Um homem está agachado no arbusto e tirando uma fotografia	Um homem está agachado e segurando uma câmera	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A man is squatting in brush and taking a photograph	A man is crouching and holding a camera	FLICKR	FLICKR	TEST
7813	Alguns cachorros estão brincando em um rio	Alguns cachorros estão brincando em uma correnteza	ENTAILMENT	4.6	A_entails_B	B_neutral_A	Some dogs are playing in a river	Some dogs are playing in a stream	FLICKR	FLICKR	TRAIN
7814	Alguns cachorros não estão brincando em um córrego	Alguns cachorros estão brincando em uma correnteza	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	Some dogs are not playing in a stream	Some dogs are playing in a stream	FLICKR	FLICKR	TEST
7815	Dois cachorros estão olhando alguma coisa que está se movendo na água	Dois cachorros estão olhando algo que está se debatendo na água	ENTAILMENT	4.6	A_entails_B	B_entails_A	Two dogs are looking at something that is moving in the water	Two dogs are looking at something that is splashing in the water	FLICKR	FLICKR	TEST
7816	Dois cachorros estão olhando algo que está se debatendo na água	Dois gatos estão olhando algo que está se debatendo na água	NEUTRAL	3.9	A_contradicts_B	B_neutral_A	Two dogs are looking at something that is splashing in the water	Two cats are looking at something that is splashing in the water	FLICKR	FLICKR	TEST
7817	Alguns cachorros estão brincando em uma correnteza	Dois cachorros estão olhando alguma coisa que está se movendo na água	NEUTRAL	3.2	A_neutral_B	B_neutral_A	Some dogs are playing in a stream	Two dogs are looking at something that is moving in the water	FLICKR	FLICKR	TRAIN
7818	Alguns cachorros estão brincando em uma correnteza	Dois gatos estão olhando algo que está se debatendo na água	NEUTRAL	1.9	A_neutral_B	B_neutral_A	Some dogs are playing in a stream	Two cats are looking at something that is splashing in the water	FLICKR	FLICKR	TEST
7819	Dois cachorros estão olhando algo que está se debatendo na água	Alguns cachorros estão brincando em um rio	NEUTRAL	3.3	A_neutral_B	B_neutral_A	Two dogs are looking at something that is splashing in the water	Some dogs are playing in a river	FLICKR	FLICKR	TRAIN
7820	Dois cachorros estão olhando algo que está se debatendo na água	Alguns cachorros não estão brincando em um córrego	NEUTRAL	3.7	A_neutral_B	B_neutral_A	Two dogs are looking at something that is splashing in the water	Some dogs are not playing in a stream	FLICKR	FLICKR	TRIAL
7821	Dois cachorros estão olhando algo que está se debatendo na água	Alguns cachorros estão brincando em uma correnteza	NEUTRAL	3	A_neutral_B	B_neutral_A	Two dogs are looking at something that is splashing in the water	Some dogs are playing in a stream	FLICKR	FLICKR	TRAIN
7822	Um cachorro preto está pulando de um fardo de feno cilíndrico	Um cachorro negro está saltando de um fardo de feno cilíndrico	ENTAILMENT	4.9	A_entails_B	B_entails_A	A black dog is jumping from a cylindrical hay bale	A black dog is leaping from a cylindrical hay bale	FLICKR	FLICKR	TRAIN
7823	Um cachorro branco está pulando de um fardo de feno cilíndrico	Um cachorro negro está saltando de um fardo de feno cilíndrico	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A white dog is leaping from a cylindrical hay bale	A black dog is leaping from a cylindrical hay bale	FLICKR	FLICKR	TRAIN
7824	Um cachorro preto está pulando de uma bola de feno para outra bola de feno	Um cachorro preto está saltando de uma bola de feno para outra bola de feno	ENTAILMENT	4.8	A_entails_B	B_entails_A	A black dog is jumping from n hay ball to another hay ball	A black dog is leaping from a hay ball to another hay ball	FLICKR	FLICKR	TEST
7825	Um gato preto está pulando de uma bola de feno para outra bola de feno	Um cachorro preto está pulando de uma bola de feno para outra bola de feno	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A black cat is jumping from a hay ball to another hay ball	A black dog is jumping from n hay ball to another hay ball	FLICKR	FLICKR	TEST
7826	Um cachorro preto está saltando de uma bola de feno para outra bola de feno	Um cachorro negro está saltando de um fardo de feno cilíndrico	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A black dog is leaping from a hay ball to another hay ball	A black dog is leaping from a cylindrical hay bale	FLICKR	FLICKR	TEST
7827	Um cachorro negro está saltando de um fardo de feno cilíndrico	Um gato preto está pulando de uma bola de feno para outra bola de feno	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A black dog is leaping from a cylindrical hay bale	A black cat is jumping from a hay ball to another hay ball	FLICKR	FLICKR	TEST
7828	Um cachorro preto está pulando de uma bola de feno para outra bola de feno	Um cachorro preto está pulando de um fardo de feno cilíndrico	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A black dog is jumping from n hay ball to another hay ball	A black dog is jumping from a cylindrical hay bale	FLICKR	FLICKR	TEST
7829	Um cachorro preto está pulando de uma bola de feno para outra bola de feno	Um cachorro branco está pulando de um fardo de feno cilíndrico	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A black dog is jumping from n hay ball to another hay ball	A white dog is leaping from a cylindrical hay bale	FLICKR	FLICKR	TEST
7830	Um cachorro preto está pulando de uma bola de feno para outra bola de feno	Um cachorro negro está saltando de um fardo de feno cilíndrico	NEUTRAL	4	A_neutral_B	B_neutral_A	A black dog is jumping from n hay ball to another hay ball	A black dog is leaping from a cylindrical hay bale	FLICKR	FLICKR	TEST
7831	O cachorro castanho está pulando no ar	O animal marrom está pulando no ar	ENTAILMENT	4.4	A_entails_B	B_neutral_A	The brown dog is jumping in the air	The brown animal is jumping in the air	FLICKR	FLICKR	TEST
7832	O cachorro castanho está pulando no ar	Um cachorro castanho está pulando na água	NEUTRAL	3.6	A_neutral_B	B_neutral_A	The brown dog is jumping in the air	A brown dog is jumping in the water	FLICKR	FLICKR	TEST
7833	Um cachorro castanho está pulando no ar	Um cachorro está pulando no ar	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A brown dog is jumping in the air	A dog is jumping in the air	FLICKR	FLICKR	TEST
7834	Um cachorro castanho está pulando no ar	Não há nenhum cachorro castanho pulando no ar	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A brown dog is jumping in the air	There is no brown dog jumping in the air	FLICKR	FLICKR	TRAIN
7835	O cachorro castanho está pulando no ar	Um cachorro está pulando no ar	ENTAILMENT	4.4	A_entails_B	B_neutral_A	The brown dog is jumping in the air	A dog is jumping in the air	FLICKR	FLICKR	TEST
7836	Não há nenhum cachorro castanho pulando no ar	O cachorro castanho está pulando no ar	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	There is no brown dog jumping in the air	The brown dog is jumping in the air	FLICKR	FLICKR	TRAIN
7837	Um cachorro castanho está pulando no ar	O animal marrom está pulando no ar	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A brown dog is jumping in the air	The brown animal is jumping in the air	FLICKR	FLICKR	TEST
7838	Um cachorro castanho está pulando na água	Um cachorro castanho está pulando no ar	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A brown dog is jumping in the water	A brown dog is jumping in the air	FLICKR	FLICKR	TRAIN
7839	O cachorro castanho está pulando no ar	Um cachorro castanho está pulando no ar	ENTAILMENT	4.5	A_entails_B	B_entails_A	The brown dog is jumping in the air	A brown dog is jumping in the air	FLICKR	FLICKR	TRAIN
7840	Um homem em uma motocicleta está andando em uma pista e acenando alegremente	Um homem em uma moto está pilotando na pista e acenando	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man on a motorcycle is riding on a track and waving happily	A man on a motorcycle is riding on a track and waving	FLICKR	FLICKR	TEST
7841	Um homem a cavalo está andando em uma pista e acenando	Um homem em uma moto está pilotando na pista e acenando	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A man on a horse is riding on a track and waving	A man on a motorcycle is riding on a track and waving	FLICKR	FLICKR	TRAIN
7842	A pessoa na motocicleta está levantando seu braço	Uma pessoa na motocicleta está levantando um braço	ENTAILMENT	4.6	A_entails_B	B_neutral_A	The person on the motorcycle is holding up his arm	The person on the motorcycle is holding up an arm	FLICKR	FLICKR	TEST
7843	Uma pessoa na motocicleta está levantando um braço	A pessoa na moto não está levantando um braço	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	The person on the motorcycle is holding up an arm	The person on the motorcycle is not holding up an arm	FLICKR	FLICKR	TEST
7844	Um homem em uma moto está pilotando na pista e acenando	A pessoa na motocicleta está levantando seu braço	NEUTRAL	4	A_neutral_B	B_neutral_A	A man on a motorcycle is riding on a track and waving	The person on the motorcycle is holding up his arm	FLICKR	FLICKR	TRAIN
7845	Um homem em uma moto está pilotando na pista e acenando	A pessoa na moto não está levantando um braço	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A man on a motorcycle is riding on a track and waving	The person on the motorcycle is not holding up an arm	FLICKR	FLICKR	TEST
7846	Um homem em uma motocicleta está andando em uma pista e acenando alegremente	Uma pessoa na motocicleta está levantando um braço	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man on a motorcycle is riding on a track and waving happily	The person on the motorcycle is holding up an arm	FLICKR	FLICKR	TEST
7847	Um homem a cavalo está andando em uma pista e acenando	Uma pessoa na motocicleta está levantando um braço	NEUTRAL	1.8	A_neutral_B	B_neutral_A	A man on a horse is riding on a track and waving	The person on the motorcycle is holding up an arm	FLICKR	FLICKR	TRAIN
7848	Uma pessoa na motocicleta está levantando um braço	Um homem em uma moto está pilotando na pista e acenando	NEUTRAL	3.9	A_neutral_B	B_neutral_A	The person on the motorcycle is holding up an arm	A man on a motorcycle is riding on a track and waving	FLICKR	FLICKR	TEST
7849	Dois adultos estão de pé em uma lambreta em um campo de flores amarelas	Dois adultos estão de pé em uma lambreta em um campo de flores	ENTAILMENT	4.5	A_entails_B	B_neutral_A	Two adults are standing on a scooter in a field of yellow flowers	Two adults are standing on a scooter in a field of flowers	FLICKR	FLICKR	TRAIN
7850	Dois adultos estão de pé em uma lambreta em um campo de flores amarelas	Dois adultos não estão de pé em uma lambreta em um campo de flores amarelas	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	Two adults are standing on a scooter in a field of yellow flowers	Two adults are not standing on a scooter in a field of yellow flowers	FLICKR	FLICKR	TEST
7851	Duas pessoas usando capacetes estão dirigindo sobre flores brancas e amarelas	Duas pessoas usando capacetes estão dirigindo sobre flores amarelas e brancas	ENTAILMENT	4.8	A_entails_B	B_entails_A	Two people wearing helmets are riding over the yellow and white flowers	Two people wearing helmets are driving over the yellow and white flowers	FLICKR	FLICKR	TRAIN
7852	Duas pessoas usando capacetes estão dirigindo sobre flores brancas e amarelas	Duas pessoas vestindo capacetes não estão dirigindo sobre flores amarelas e brancas	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	Two people wearing helmets are riding over the yellow and white flowers	Two people wearing helmets are not riding over the yellow and white flowers	FLICKR	FLICKR	TEST
7853	Duas pessoas usando capacetes estão dirigindo sobre flores amarelas e brancas	Dois adultos estão de pé em uma lambreta em um campo de flores amarelas	NEUTRAL	3.6	A_neutral_B	B_neutral_A	Two people wearing helmets are driving over the yellow and white flowers	Two adults are standing on a scooter in a field of yellow flowers	FLICKR	FLICKR	TEST
7854	Duas pessoas vestindo capacetes não estão dirigindo sobre flores amarelas e brancas	Dois adultos estão de pé em uma lambreta em um campo de flores amarelas	NEUTRAL	3.3	A_neutral_B	B_neutral_A	Two people wearing helmets are not riding over the yellow and white flowers	Two adults are standing on a scooter in a field of yellow flowers	FLICKR	FLICKR	TEST
7855	Duas pessoas usando capacetes estão dirigindo sobre flores brancas e amarelas	Dois adultos estão de pé em uma lambreta em um campo de flores	NEUTRAL	3.6	A_neutral_B	B_neutral_A	Two people wearing helmets are riding over the yellow and white flowers	Two adults are standing on a scooter in a field of flowers	FLICKR	FLICKR	TEST
7856	Duas pessoas usando capacetes estão dirigindo sobre flores brancas e amarelas	Dois adultos não estão de pé em uma lambreta em um campo de flores amarelas	NEUTRAL	2.6	A_neutral_B	B_neutral_A	Two people wearing helmets are riding over the yellow and white flowers	Two adults are not standing on a scooter in a field of yellow flowers	FLICKR	FLICKR	TEST
7857	Duas pessoas usando capacetes estão dirigindo sobre flores brancas e amarelas	Dois adultos estão de pé em uma lambreta em um campo de flores amarelas	NEUTRAL	3.4	A_neutral_B	B_neutral_A	Two people wearing helmets are riding over the yellow and white flowers	Two adults are standing on a scooter in a field of yellow flowers	FLICKR	FLICKR	TEST
7858	Um homem está andando de mountain bike descendo um morro de terra	Uma pessoa está andando de mountain bike morro de terra abaixo	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A man is riding a dirt bike down a dirt hill	A person is riding a dirt bike down a dirt hill	FLICKR	FLICKR	TEST
7859	Uma pessoa está andando de mountain bike para cima de um morro de terra	Uma pessoa está andando de mountain bike morro de terra abaixo	NEUTRAL	4	A_neutral_B	B_contradicts_A	A person is riding a dirt bike up a dirt hill	A person is riding a dirt bike down a dirt hill	FLICKR	FLICKR	TRAIN
7860	Uma pessoa está andando de bicicleta ao longo de uma trilha enlameada	Uma pessoa anda de bicicleta por uma trilha	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A person is riding a bike along a muddy trail	A person is riding a bike along the trail	FLICKR	FLICKR	TEST
7861	Não tem nenhuma pessoa andando de bicicleta ao longo de uma trilha lamacenta	Uma pessoa está andando de bicicleta ao longo de uma trilha enlameada	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	There is no person riding a bike along a muddy trail	A person is riding a bike along a muddy trail	FLICKR	FLICKR	TRAIN
7862	Uma pessoa está andando de mountain bike morro de terra abaixo	Uma pessoa anda de bicicleta por uma trilha	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A person is riding a dirt bike down a dirt hill	A person is riding a bike along the trail	FLICKR	FLICKR	TEST
7863	Não tem nenhuma pessoa andando de bicicleta ao longo de uma trilha lamacenta	Uma pessoa está andando de mountain bike morro de terra abaixo	NEUTRAL	2.6	A_contradicts_B	B_neutral_A	There is no person riding a bike along a muddy trail	A person is riding a dirt bike down a dirt hill	FLICKR	FLICKR	TEST
7864	Um homem está andando de mountain bike descendo um morro de terra	Uma pessoa está andando de bicicleta ao longo de uma trilha enlameada	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A man is riding a dirt bike down a dirt hill	A person is riding a bike along a muddy trail	FLICKR	FLICKR	TRAIN
7865	Uma pessoa está andando de bicicleta ao longo de uma trilha enlameada	Uma pessoa está andando de mountain bike para cima de um morro de terra	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A person is riding a bike along a muddy trail	A person is riding a dirt bike up a dirt hill	FLICKR	FLICKR	TEST
7866	Uma pessoa está andando de bicicleta ao longo de uma trilha enlameada	Uma pessoa está andando de mountain bike morro de terra abaixo	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A person is riding a bike along a muddy trail	A person is riding a dirt bike down a dirt hill	FLICKR	FLICKR	TRAIN
7867	Um homem de azul está montando um cavalo em uma estrada de terra	Um homem de azul está andando em um animal em uma estrada de terra	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man in blue is riding a horse on a dirt road	A man in blue is riding a animal on a dirt road	FLICKR	FLICKR	TRAIN
7868	Um homem de azul está montando um cavalo em uma estrada de terra	Uma mulher de azul está andando de cavalo em uma estrada de terra	NEUTRAL	3	A_neutral_B	B_neutral_A	A man in blue is riding a horse on a dirt road	A woman in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRAIN
7869	Um homem de azul está montando um cavalo em uma estrada de terra	Um homem está cavalgando um cavalo sujo em uma estrada azul	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man in blue is riding a horse on a dirt road	A man is riding a dirty horse on a blue road	FLICKR	FLICKR	TRAIN
7870	Um cavalo branco está sendo cavalgado por um homem com um chapéu azul de vaqueiro	Um homem em um chapéu azul de vaqueiro está cavalgando um cavalo branco	ENTAILMENT	4.7	A_entails_B	B_entails_A	A white horse is being ridden by a man in a blue cowboy hat	A man in a blue cowboy hat is riding a white horse	FLICKR	FLICKR	TEST
7871	Um homem de chapéu azul de vaqueiro está montando um cavalo negro	Um homem em um chapéu azul de vaqueiro está cavalgando um cavalo branco	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	A man in a blue cowboy hat is riding a black horse	A man in a blue cowboy hat is riding a white horse	FLICKR	FLICKR	TEST
7872	Um cavalo branco está sendo cavalgado por um homem com um chapéu azul de vaqueiro	Um homem de azul está montando um cavalo em uma estrada de terra	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A white horse is being ridden by a man in a blue cowboy hat	A man in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRAIN
7873	Um homem de azul está montando um cavalo em uma estrada de terra	Um homem de chapéu azul de vaqueiro está montando um cavalo negro	NEUTRAL	4	A_neutral_B	B_neutral_A	A man in blue is riding a horse on a dirt road	A man in a blue cowboy hat is riding a black horse	FLICKR	FLICKR	TEST
7874	Um homem de azul está andando em um animal em uma estrada de terra	Um homem em um chapéu azul de vaqueiro está cavalgando um cavalo branco	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A man in blue is riding a animal on a dirt road	A man in a blue cowboy hat is riding a white horse	FLICKR	FLICKR	TEST
7875	Um homem em um chapéu azul de vaqueiro está cavalgando um cavalo branco	Uma mulher de azul está andando de cavalo em uma estrada de terra	NEUTRAL	3	A_neutral_B	B_neutral_A	A man in a blue cowboy hat is riding a white horse	A woman in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRAIN
7876	Um homem em um chapéu azul de vaqueiro está cavalgando um cavalo branco	Um homem está cavalgando um cavalo sujo em uma estrada azul	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A man in a blue cowboy hat is riding a white horse	A man is riding a dirty horse on a blue road	FLICKR	FLICKR	TRAIN
7877	Um homem em um chapéu azul de vaqueiro está cavalgando um cavalo branco	Um homem de azul está montando um cavalo em uma estrada de terra	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A man in a blue cowboy hat is riding a white horse	A man in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRIAL
7878	Três pessoas estão dirigindo quadriciclos	Quadriciclos estão sendo dirigidos por três pessoas	ENTAILMENT	5	A_entails_B	B_entails_A	Three people are driving ATVs	ATVs are being driven by three people	FLICKR	FLICKR	TRAIN
7879	Três pessoas estão dirigindo quadriciclos	Não tem nenhuma pessoa dirigindo quadriciclos	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	Three people are driving ATVs	There are no people driving ATVs	FLICKR	FLICKR	TEST
7880	Três pessoas estão dirigindo quadriciclos em um campo	Três pessoas estão dirigindo veículos de quatro rodas em um campo	ENTAILMENT	4.5	A_entails_B	B_neutral_A	Three people are driving four wheel ATVs in a field	Three people are driving four wheel vehicles in a field	FLICKR	FLICKR	TEST
7881	Três pessoas estão dirigindo quadriciclos em uma rua	Três pessoas estão dirigindo quadriciclos em um campo	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	Three people are driving four wheel ATVs in a street	Three people are driving four wheel ATVs in a field	FLICKR	FLICKR	TRAIN
7882	Três pessoas estão dirigindo quadriciclos	Três pessoas estão dirigindo veículos de quatro rodas em um campo	ENTAILMENT	4.2	A_entails_B	B_neutral_A	Three people are driving ATVs	Three people are driving four wheel vehicles in a field	FLICKR	FLICKR	TEST
7883	Três pessoas estão dirigindo quadriciclos em uma rua	Três pessoas estão dirigindo quadriciclos	ENTAILMENT	4.6	A_entails_B	B_neutral_A	Three people are driving four wheel ATVs in a street	Three people are driving ATVs	FLICKR	FLICKR	TEST
7884	Três pessoas estão dirigindo quadriciclos em um campo	Quadriciclos estão sendo dirigidos por três pessoas	ENTAILMENT	4.6	A_entails_B	B_neutral_A	Three people are driving four wheel ATVs in a field	ATVs are being driven by three people	FLICKR	FLICKR	TRAIN
7885	Três pessoas estão dirigindo quadriciclos em um campo	Não tem nenhuma pessoa dirigindo quadriciclos	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	Three people are driving four wheel ATVs in a field	There are no people driving ATVs	FLICKR	FLICKR	TEST
7886	Três pessoas estão dirigindo quadriciclos em um campo	Três pessoas estão dirigindo quadriciclos	ENTAILMENT	4.2	A_entails_B	B_neutral_A	Three people are driving four wheel ATVs in a field	Three people are driving ATVs	FLICKR	FLICKR	TEST
7887	Dois cachorros brancos e um cachorro castanho estão perseguindo a bola	Dois cachorros brancos e um cachorro castanho estão perseguindo um brinquedo	ENTAILMENT	4.5	A_entails_B	B_neutral_A	Two white dogs and one brown dog are chasing a ball	Two white dogs and one brown dog are chasing a toy	FLICKR	FLICKR	TRAIN
7888	Dois cachorros brancos e um cachorro castanho não estão perseguindo a bola	Dois cachorros brancos e um cachorro castanho estão perseguindo a bola	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	Two white dogs and one brown dog are not chasing a ball	Two white dogs and one brown dog are chasing a ball	FLICKR	FLICKR	TRAIN
7889	Dois cachorros brancos estão brincando com um cachorro castanho e uma bola de tênis	Dois cachorros brancos estão brincando com um cachorro castanho e uma bola	ENTAILMENT	4.7	A_entails_B	B_neutral_A	Two white dogs are playing with a brown dog and a tennis ball	Two white dogs are playing with a brown dog and a ball	FLICKR	FLICKR	TRIAL
7890	Dois gatos brancos estão brincando com um cachorro castanho e uma bola	Dois cachorros brancos estão brincando com um cachorro castanho e uma bola	NEUTRAL	3.6	A_neutral_B	B_neutral_A	Two white cats are playing with a brown dog and a ball	Two white dogs are playing with a brown dog and a ball	FLICKR	FLICKR	TRAIN
7891	Dois cachorros brancos estão brincando com um cachorro castanho e uma bola de tênis	Dois cachorros brancos e um cachorro castanho estão perseguindo a bola	NEUTRAL	4	A_neutral_B	B_neutral_A	Two white dogs are playing with a brown dog and a tennis ball	Two white dogs and one brown dog are chasing a ball	FLICKR	FLICKR	TRAIN
